Accession	Description	markers	tagm.map.allocation	tagm.map.probability	tagm.map.joint.19S.proteasome	tagm.map.joint.20S.proteasome	tagm.map.joint.40S.ribosome	tagm.map.joint.60S.ribosome	tagm.map.joint.apical.1	tagm.map.joint.apical.2	tagm.map.joint.apicoplast	tagm.map.joint.cytosol	tagm.map.joint.dense.granules	tagm.map.joint.endomembrane.vesicles	tagm.map.joint.ER	tagm.map.joint.ER.2	tagm.map.joint.Golgi	tagm.map.joint.IMC	tagm.map.joint.micronemes	tagm.map.joint.mitochondrion...membranes	tagm.map.joint.mitochondrion...soluble	tagm.map.joint.nucleolus	tagm.map.joint.nucleus...chromatin	tagm.map.joint.nucleus...non.chromatin	tagm.map.joint.PM...integral	tagm.map.joint.PM...peripheral.1	tagm.map.joint.PM...peripheral.2	tagm.map.joint.rhoptries.1	tagm.map.joint.rhoptries.2	tagm.map.joint.tubulin.cytoskeleton	tagm.map.outlier	tagm.map.loc.prob	tagm.map.allocation.pred	tagm.mcmc.allocation	tagm.mcmc.probability	tagm.mcmc.probability.lowerquantile	tagm.mcmc.probability.upperquantile	tagm.mcmc.mean.shannon	tagm.mcmc.outlier	tagm.mcmc.joint.19S.proteasome	tagm.mcmc.joint.20S.proteasome	tagm.mcmc.joint.40S.ribosome	tagm.mcmc.joint.60S.ribosome	tagm.mcmc.joint.apical.1	tagm.mcmc.joint.apical.2	tagm.mcmc.joint.apicoplast	tagm.mcmc.joint.cytosol	tagm.mcmc.joint.dense.granules	tagm.mcmc.joint.endomembrane.vesicles	tagm.mcmc.joint.ER	tagm.mcmc.joint.ER.2	tagm.mcmc.joint.Golgi	tagm.mcmc.joint.IMC	tagm.mcmc.joint.micronemes	tagm.mcmc.joint.mitochondrion...membranes	tagm.mcmc.joint.mitochondrion...soluble	tagm.mcmc.joint.nucleolus	tagm.mcmc.joint.nucleus...chromatin	tagm.mcmc.joint.nucleus...non.chromatin	tagm.mcmc.joint.PM...integral	tagm.mcmc.joint.PM...peripheral.1	tagm.mcmc.joint.PM...peripheral.2	tagm.mcmc.joint.rhoptries.1	tagm.mcmc.joint.rhoptries.2	tagm.mcmc.joint.tubulin.cytoskeleton	tagm.mcmc.loc.prob	tagm.mcmc.allocation.pred
TGME49_295680	periodic tryptophan protein PWP2, putative	nucleolus	nucleolus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	nucleolus	nucleolus	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	nucleolus
TGME49_226500	hypothetical protein	unknown	mitochondrion - membranes	1	1.071447e-11	8.823696e-12	1.763672e-11	2.45772e-11	2.962241e-11	1.008422e-11	8.133627e-11	2.96813e-10	7.925486e-11	1.638758e-11	1.418068e-10	7.563194e-12	6.441349e-11	5.166651e-11	3.214719e-11	1	1.317493e-10	1.94994e-11	2.996436e-10	2.252061e-10	7.313129e-11	3.087537e-11	1.954883e-11	3.592618e-11	3.088283e-11	5.672376e-12	1.864673e-09	1	mitochondrion - membranes	mitochondrion - membranes	1	1	1	4.886357e-08	8.046441e-12	2.000604e-55	8.882987e-42	3.069839e-39	7.569389e-46	1.246735e-36	9.578473e-33	2.311561e-83	1.211805e-143	5.417043e-33	3.041697e-34	1.165802e-55	1.011702e-33	2.891263e-56	1.511331e-58	1.780709e-55	1	2.42431e-09	2.299502e-23	4.235882e-66	9.962941e-113	1.098442e-35	2.504317e-59	8.774035e-34	2.626744e-29	1.119187e-42	1.77576e-31	1	mitochondrion - membranes
TGME49_321630	RNA recognition motif-containing protein	unknown	nucleus - chromatin	0.9990267	5.592661e-06	4.605726e-06	9.205881e-06	1.282862e-05	1.546208e-05	5.263687e-06	4.245529e-05	0.0001549603	4.136886e-05	8.553865e-06	7.401926e-05	3.947779e-06	3.362207e-05	2.69685e-05	1.677995e-05	6.247503e-05	6.876951e-05	1.017815e-05	0.9991831	0.0001175528	3.817252e-05	1.611609e-05	1.020395e-05	1.875248e-05	1.611998e-05	2.960824e-06	0.0009733081	0.9980543	nucleus - chromatin	19S proteasome	0.6543355	0.04741281	0.9452962	0.5426464	8.233758e-05	0.6543355	2.254487e-23	6.204327e-08	2.021104e-10	6.866083e-32	1.632005e-10	9.507396e-55	2.591658e-07	2.395231e-25	8.318755e-09	8.987874e-86	6.572288e-21	1.885575e-38	3.216654e-46	1.991678e-47	6.034973e-88	1.084777e-55	0.009748442	0.3356969	1.874579e-06	2.347293e-21	1.269556e-44	0.0002169635	1.471474e-35	6.983956e-38	7.845486e-19	0.6542816	unknown
TGME49_208300	hypothetical protein	unknown	mitochondrion - soluble	1.543018e-19	0.005746033	0.004732033	0.009458343	0.01318043	0.01588611	0.005408038	0.04361959	0.159177	0.04250335	0.008788445	0.07604915	0.004056043	0.03454412	0.02770808	0.01724012	0.06418834	0.07065543	0.01045728	0.160695	0.1207751	0.03921936	0.01655806	0.01048378	0.01926674	0.01656206	0.003042021	1	0	unknown	mitochondrion - soluble	0.9918176	0.9853189	0.9998114	0.01921622	0.3237698	1.250455e-13	1.062785e-23	2.593415e-22	5.592459e-28	9.145438e-18	0.001492166	2.037335e-51	5.862872e-30	9.260343e-19	1.957689e-06	1.961116e-75	1.138334e-15	3.909477e-38	7.674186e-31	3.714286e-36	5.178841e-44	0.9918176	0.00139857	1.03031e-21	4.169286e-57	2.299607e-21	4.70133e-46	0.00528971	1.799681e-10	1.479183e-30	2.924785e-13	0.670697	unknown
TGME49_300190	ribosomal protein RPL37A	60S ribosome	60S ribosome	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60S ribosome	60S ribosome	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60S ribosome
TGME49_213240	hypothetical protein	unknown	apicoplast	1	6.102184e-12	5.025335e-12	1.004459e-11	1.399739e-11	1.687077e-11	5.74324e-12	1	1.690431e-10	4.51378e-11	9.333171e-12	8.076284e-11	4.307445e-12	3.668524e-11	2.942548e-11	1.83087e-11	6.816686e-11	7.503481e-11	1.110544e-11	1.706552e-10	1.28261e-10	4.165026e-11	1.758436e-11	1.113359e-11	2.046094e-11	1.758861e-11	3.230572e-12	1.061982e-09	1	apicoplast	apicoplast	1	1	1	1.805028e-07	2.475733e-10	1.010694e-42	4.265964e-43	5.172567e-39	6.235395e-39	1.559911e-13	2.617432e-26	1	8.767419e-73	1.37818e-16	5.781428e-14	8.264398e-31	1.239525e-13	3.665598e-14	3.9838e-13	1.85383e-20	4.740809e-74	2.667754e-53	4.320708e-20	2.484227e-45	4.367449e-87	3.159839e-10	1.491749e-23	9.183609e-09	9.506704e-21	1.045166e-14	1.06768e-37	1	apicoplast
TGME49_216460	hypothetical protein	unknown	Golgi	0.9999854	3.724795e-08	3.067483e-08	6.131255e-08	8.544055e-08	1.029798e-07	3.505694e-08	2.827586e-07	1.031845e-06	2.755228e-07	5.697214e-08	4.929795e-07	2.62928e-08	0.9999856	1.796142e-07	1.11757e-07	4.16093e-07	4.580152e-07	6.778801e-08	1.041685e-06	7.829098e-07	3.676749e-07	1.073356e-07	8.07885e-06	1.248943e-07	1.073615e-07	1.971953e-08	6.482377e-06	0.9999789	Golgi	Golgi	0.6309605	0.0003644453	0.9890513	0.3933507	9.580883e-07	8.04041e-24	6.973499e-38	1.018187e-31	5.613972e-31	1.039615e-11	1.961745e-20	5.966802e-09	2.384477e-43	6.30871e-12	2.053735e-06	2.410564e-06	6.755987e-09	0.6309605	1.731763e-11	2.505984e-15	8.810936e-53	5.89412e-35	1.898048e-10	2.395487e-19	2.194042e-56	0.1953901	2.397083e-15	0.1736449	8.118177e-14	4.660877e-11	3.064499e-32	0.6309599	unknown
TGME49_217550	hypothetical protein	unknown	cytosol	1.091254e-133	0.005746033	0.004732033	0.009458343	0.01318043	0.01588611	0.005408038	0.04361959	0.159177	0.04250335	0.008788445	0.07604915	0.004056043	0.03454412	0.02770808	0.01724012	0.06418834	0.07065543	0.01045728	0.160695	0.1207751	0.03921936	0.01655806	0.01048378	0.01926674	0.01656206	0.003042021	1	0	unknown	endomembrane vesicles	0.7380334	1.364579e-13	1	0.003022027	0.6002419	0.001309361	4.925313e-06	2.891713e-11	8.91019e-12	4.417147e-29	0.2492407	1.582686e-60	7.011838e-62	1.900894e-52	0.7380334	2.31761e-114	2.330393e-09	1.892965e-30	8.605872e-38	1.977041e-34	1.227975e-107	1.301695e-91	3.986526e-17	4.296326e-83	5.018389e-84	4.659616e-14	7.656516e-32	0.01140941	5.110896e-28	6.619623e-29	2.226262e-06	0.2950348	unknown
TGME49_286500	hypothetical protein	unknown	PM - peripheral 2	1.78685e-30	0.005746033	0.004732033	0.009458343	0.01318043	0.01588611	0.005408038	0.04361959	0.159177	0.04250335	0.008788445	0.07604915	0.004056043	0.03454412	0.02770808	0.01724012	0.06418834	0.07065543	0.01045728	0.160695	0.1207751	0.03921936	0.01655806	0.01048378	0.01926674	0.01656206	0.003042021	1	0	unknown	PM - integral	0.5126517	5.864579e-11	0.9999627	0.1440291	0.00110843	5.356146e-20	5.498811e-30	1.216228e-27	9.279819e-28	1.510337e-08	3.401565e-13	5.673775e-08	4.590018e-52	7.557798e-17	0.04401421	7.618211e-23	0.02598428	5.564364e-06	1.68322e-07	5.656246e-12	6.791147e-67	7.339798e-48	5.37574e-10	2.852635e-48	4.178436e-88	0.5126517	1.479565e-08	0.4172106	6.097267e-09	0.0001334148	3.70153e-24	0.5120835	unknown
TGME49_250810	ribosomal protein RPL35	unknown	60S ribosome	0.0003635872	0.005743944	0.004730313	0.009454904	0.01353923	0.01588034	0.005406072	0.04360372	0.1591191	0.0424879	0.00878525	0.0760215	0.004054568	0.03453156	0.027698	0.01723385	0.064165	0.07062974	0.01045347	0.1606366	0.1207312	0.0392051	0.01655204	0.01047997	0.01925974	0.01655604	0.003040915	0.9996364	1.32201e-07	unknown	60S ribosome	0.9998823	0.9993682	1	0.0009340028	2.036246e-09	4.228629e-24	4.915176e-30	7.160064e-05	0.9998823	1.026512e-29	3.012603e-14	7.127757e-46	1.483464e-50	1.712603e-16	4.457087e-23	1.334641e-72	4.51314e-19	2.639105e-47	1.474658e-43	1.810521e-45	2.430669e-85	7.128396e-54	4.609835e-05	4.102017e-12	2.024241e-12	1.753485e-21	8.71188e-51	4.365782e-13	7.473276e-31	7.263473e-39	3.084436e-17	0.9998823	60S ribosome
TGME49_265010	glutamate 5-kinase domain-containing protein	unknown	cytosol	2.353625e-05	0.005745898	0.004731922	0.00945812	0.01318012	0.01588574	0.005407911	0.04361856	0.1591968	0.04250235	0.008788238	0.07604736	0.004055947	0.03454331	0.02770743	0.01723972	0.06418682	0.07065377	0.01045703	0.1606912	0.1207723	0.03921844	0.01655767	0.01048353	0.01926629	0.01656167	0.00304195	0.9999765	5.53964e-10	unknown	nucleolus	0.933785	0.6650539	0.9998239	0.1943	1.081447e-05	0.06621446	2.113875e-21	3.322238e-08	3.583804e-17	1.775149e-41	6.561173e-18	3.259346e-66	1.846292e-07	6.645566e-36	1.736776e-17	1.823132e-110	1.013777e-26	3.024007e-51	2.829299e-49	1.027324e-54	1.42913e-109	5.424993e-73	0.933785	2.856582e-07	6.909031e-13	8.359396e-26	1.480636e-50	4.329065e-11	1.24464e-43	2.122869e-45	8.975337e-19	0.9337749	unknown
TGME49_271178	hypothetical protein	unknown	nucleus - chromatin	0.9718283	0.000141714	0.0001167058	0.0002332705	0.0003250682	0.0003917981	0.0001333781	0.001075787	0.003925978	0.001048257	0.0002167488	0.001875595	0.0001000339	0.0008519594	0.0006833626	0.000425192	0.001583073	0.00174257	0.0002579071	0.9757915	0.006487204	0.0009672645	0.0004083703	0.0002585608	0.0004751745	0.000408469	7.502518e-05	0.02466294	0.9478602	unknown	nucleus - chromatin	0.9773901	0.9402593	0.994565	0.1048306	0.0008277785	1.864386e-06	1.044631e-29	9.185108e-07	3.704384e-09	4.898461e-30	1.010599e-12	7.708869e-49	2.521456e-07	1.997697e-20	5.917408e-11	9.436631e-70	9.160317e-27	4.460388e-41	5.033617e-46	5.544452e-49	2.815435e-81	1.566076e-42	0.0001558183	0.9773901	0.02244971	2.564214e-25	2.23355e-50	1.349959e-06	3.597918e-32	9.00784e-40	3.021701e-20	0.976581	unknown
TGME49_215450	aquaporin 1	unknown	PM - integral	1	5.179191e-12	4.265221e-12	8.525284e-12	1.188019e-11	1.431896e-11	4.874539e-12	3.931654e-11	1.434743e-10	3.831043e-11	7.921471e-12	6.854696e-11	3.655917e-12	9.416632e-10	2.295159e-10	1.55394e-11	5.78562e-11	6.368532e-11	9.425674e-12	1.448425e-10	1.088607e-10	1	1.492462e-11	9.449563e-12	1.736609e-11	1.492822e-11	2.741928e-12	9.013507e-10	1	PM - integral	Golgi	0.5238705	2.081911e-09	0.9997907	0.09928501	7.667233e-09	2.845028e-44	2.32212e-44	3.904332e-44	5.387063e-45	4.304924e-18	2.263899e-30	1.215102e-11	5.321624e-82	1.060683e-32	2.344556e-10	3.899468e-27	9.156369e-16	0.5238705	3.976205e-05	7.060184e-08	2.184216e-84	4.662176e-76	8.977881e-29	7.522499e-73	7.70515e-120	0.4760666	2.305453e-05	6.341666e-08	1.272869e-22	1.563824e-10	3.29246e-39	0.5238705	unknown
TGME49_290870	patched family protein	unknown	Golgi	0.9995112	2.801962e-06	2.307501e-06	4.612211e-06	6.42723e-06	7.74661e-06	2.637144e-06	2.12704e-05	7.762012e-05	2.072608e-05	4.285602e-06	3.708416e-05	1.977865e-06	0.9995281	1.35114e-05	8.406871e-06	3.130042e-05	3.4454e-05	5.099325e-06	7.836035e-05	5.889406e-05	2.025789e-05	8.074274e-06	5.112252e-06	9.395122e-06	8.076225e-06	1.483393e-06	0.0004876341	0.9990238	Golgi	PM - peripheral 2	0.5655552	0.01782381	0.9954492	0.3986527	0.000141161	6.437246e-37	3.333002e-39	1.644772e-39	7.280017e-39	2.271278e-18	1.463815e-26	2.296783e-08	1.108196e-69	2.525693e-30	4.387478e-06	2.792973e-25	3.235813e-08	0.3900206	2.182933e-08	1.005353e-06	4.545702e-85	6.006348e-73	2.085583e-20	1.033838e-53	2.234516e-95	0.04441492	3.744801e-06	0.5655552	1.228589e-19	2.925404e-12	4.055776e-35	0.5654754	unknown
TGME49_295370	hypothetical protein	mitochondrion - soluble	mitochondrion - soluble	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	mitochondrion - soluble	mitochondrion - soluble	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	mitochondrion - soluble
TGME49_247540	ATP-binding cassette G family transporter ABCG107	unknown	PM - integral	0.9999752	1.414804e-07	1.165134e-07	2.328859e-07	3.245322e-07	3.911521e-07	1.331582e-07	1.074014e-06	3.919298e-06	1.046529e-06	2.163915e-07	1.872503e-06	9.986897e-08	9.767658e-07	6.822361e-07	4.244909e-07	1.580462e-06	1.739697e-06	2.574819e-07	3.956675e-06	2.973757e-06	0.9999762	4.07697e-07	2.609282e-07	4.74391e-07	4.077954e-07	7.490147e-08	2.462227e-05	0.9999506	PM - integral	Golgi	0.5955152	6.384144e-07	0.999755	0.1274433	1.037249e-06	1.459624e-39	9.665811e-42	1.714465e-39	2.284693e-39	7.242709e-15	2.851037e-27	1.971322e-06	3.068974e-58	6.898622e-22	3.168437e-07	8.422318e-16	7.987171e-11	0.5955152	7.456698e-07	1.08013e-09	4.4698e-79	1.753951e-66	1.797934e-19	5.307973e-59	1.894876e-96	0.4043488	4.276406e-07	0.0001325585	1.678519e-18	4.772507e-08	1.341891e-36	0.5955145	unknown
TGME49_219190	nuclear movement protein domain containing protein	unknown	cytosol	0.9999978	1.247119e-08	1.027041e-08	2.052839e-08	2.860682e-08	3.447923e-08	1.173761e-08	9.467198e-08	0.9999982	9.22493e-08	1.907445e-08	1.650571e-07	8.803237e-09	7.497458e-08	6.013763e-08	3.741797e-08	1.393144e-07	1.533506e-07	2.269648e-08	3.487725e-07	2.621304e-07	8.512172e-08	3.593762e-08	2.275401e-08	4.181656e-08	3.59463e-08	6.602405e-09	2.170401e-06	0.9999957	cytosol	cytosol	0.9955631	0.968412	0.9999412	0.02321423	2.194388e-07	0.004436912	1.03653e-18	2.931839e-31	4.590209e-43	2.748284e-66	9.877752e-27	8.266387e-90	0.9955631	1.765011e-73	2.184552e-26	1.548232e-177	6.46622e-36	1.313336e-65	3.730551e-65	2.350169e-65	4.601382e-168	6.738104e-160	1.090474e-23	9.336773e-66	5.63114e-60	1.782617e-40	6.295905e-57	2.972144e-17	8.583507e-68	6.776529e-63	8.179438e-32	0.9955629	cytosol
TGME49_214920	GPI-anchored wall transfer protein GWT1, putative	ER	ER	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ER	ER	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ER
TGME49_293710	Zn-finger in Ran binding protein and others domain-containing protein	unknown	nucleus - non-chromatin	2.630063e-05	0.005745844	0.004731878	0.009458032	0.01318001	0.01588559	0.00540786	0.04361815	0.1591717	0.04250195	0.008788156	0.07604665	0.004055909	0.03454298	0.02770717	0.01723955	0.06418622	0.07065311	0.01045693	0.1606963	0.1207974	0.03921807	0.01655751	0.01048344	0.01926611	0.01656151	0.003041921	0.9999671	8.653184e-10	unknown	60S ribosome	0.9490108	0.8886284	0.9822387	0.2133114	0.002269623	2.959496e-16	7.217223e-27	1.102568e-06	0.9490108	1.51483e-28	2.177614e-09	5.154881e-46	1.773714e-26	9.189628e-21	1.843098e-14	7.777877e-70	1.417221e-23	1.506628e-42	2.963682e-45	8.243959e-45	1.337766e-85	1.428028e-44	0.04450827	2.475829e-05	0.006455085	1.173908e-25	3.741463e-50	1.672184e-13	5.689421e-28	1.324237e-37	2.436685e-13	0.9468569	unknown
TGME49_214300	hypothetical protein	unknown	endomembrane vesicles	1.313724e-22	0.005746033	0.004732033	0.009458343	0.01318043	0.01588611	0.005408038	0.04361959	0.159177	0.04250335	0.008788445	0.07604915	0.004056043	0.03454412	0.02770808	0.01724012	0.06418834	0.07065543	0.01045728	0.160695	0.1207751	0.03921936	0.01655806	0.01048378	0.01926674	0.01656206	0.003042021	1	0	unknown	endomembrane vesicles	0.7514636	3.388741e-05	0.9999599	0.1249567	0.001344328	1.750101e-27	6.319147e-31	1.418847e-28	1.1538e-27	2.712886e-14	9.943065e-20	1.202709e-08	9.650101e-60	2.843719e-22	0.7514636	2.037836e-19	0.002380494	7.762529e-08	2.841718e-13	0.01859899	1.489551e-67	1.523278e-50	1.669235e-10	6.003357e-46	3.056973e-73	0.02655406	0.0001949174	0.2008076	2.100499e-09	2.056797e-07	1.390481e-25	0.7504534	unknown
TGME49_314422	rhodanese family domain-containing protein	unknown	mitochondrion - soluble	1	3.830788e-12	3.15477e-12	6.305725e-12	8.787183e-12	1.059101e-11	3.605452e-12	2.908047e-11	1.061207e-10	2.83363e-11	5.859115e-12	5.070075e-11	2.704098e-12	2.303001e-11	1.847253e-11	1.149371e-11	4.279333e-11	1	6.971698e-12	1.071328e-10	8.051881e-11	2.614691e-11	1.103899e-11	6.989368e-12	1.284483e-11	1.104166e-11	2.028067e-12	6.666839e-10	1	mitochondrion - soluble	mitochondrion - soluble	1	1	1	2.849711e-11	7.723659e-11	1.119576e-30	1.06689e-38	3.182885e-33	5.559992e-38	3.229241e-27	4.100507e-20	2.38846e-56	2.334605e-64	6.377917e-22	8.668709e-23	4.643078e-66	3.347729e-27	1.879909e-39	4.008804e-44	5.820747e-48	1.70185e-38	1	8.981277e-13	9.540197e-32	3.163684e-60	8.372894e-30	5.984358e-54	8.129266e-14	3.94236e-14	5.333791e-35	1.218227e-27	1	mitochondrion - soluble
TGME49_289140	ribosomal protein l22/l43, putative	unknown	mitochondrion - soluble	1	5.269862e-13	4.339892e-13	8.674535e-13	1.208818e-12	1.456964e-12	4.959877e-13	4.000485e-12	1.45986e-11	3.898112e-12	8.060151e-13	6.9747e-12	3.71992e-13	3.168146e-12	2.541192e-12	1.581144e-12	5.886908e-12	1	9.590688e-13	1.473783e-11	1.107665e-11	3.596927e-12	1.51859e-12	9.614995e-13	1.767012e-12	1.518957e-12	2.789931e-13	9.171305e-11	1	mitochondrion - soluble	mitochondrion - soluble	1	1	1	1.87234e-12	2.826849e-12	6.426236e-45	8.460306e-40	4.460244e-33	4.909619e-39	3.893888e-32	2.312962e-29	8.855263e-80	2.758348e-115	4.397761e-26	2.093387e-31	6.611073e-58	2.213028e-32	6.325398e-53	2.041371e-55	2.894759e-58	2.176418e-22	1	6.080737e-14	3.846719e-39	6.363624e-53	1.111147e-31	1.780642e-58	1.287437e-24	5.49349e-24	8.276996e-44	7.653907e-26	1	mitochondrion - soluble
TGME49_261510	hypothetical protein	unknown	mitochondrion - soluble	1.302559e-05	0.005745958	0.004731972	0.00945822	0.01318026	0.0158859	0.005407968	0.04361902	0.1591749	0.0425028	0.008788331	0.07604816	0.00405599	0.03454367	0.02770772	0.0172399	0.0641875	0.07066754	0.01045714	0.1606929	0.1207735	0.03921885	0.01655784	0.01048364	0.01926649	0.01656184	0.003041982	0.999987	1.696661e-10	unknown	mitochondrion - soluble	0.9999028	0.9995507	0.9999925	0.0009433435	5.781301e-07	3.153279e-26	5.140359e-31	2.5965e-24	4.286547e-29	6.56844e-18	5.642197e-13	1.289e-65	4.411356e-62	4.288508e-19	2.848454e-13	4.678422e-46	2.106912e-24	2.71236e-34	1.038083e-41	1.466344e-46	6.383025e-23	0.9999028	9.724299e-05	4.630815e-15	8.670963e-34	1.389852e-18	7.238166e-49	4.834047e-11	9.467426e-13	2.209917e-32	1.868346e-15	0.9999022	mitochondrion - soluble
TGME49_238130	hypothetical protein	unknown	IMC	1	1.642613e-13	1.352742e-13	2.703847e-13	3.767878e-13	4.541348e-13	1.545991e-13	1.246953e-12	4.550377e-12	1.215039e-12	2.512344e-13	2.17401e-12	1.159497e-13	9.875095e-13	1	4.928417e-13	1.834946e-12	2.01982e-12	2.989412e-13	4.593772e-12	3.452586e-12	1.303932e-08	4.733436e-13	2.996988e-13	5.507766e-13	4.73458e-13	8.696198e-14	2.85869e-11	1	IMC	IMC	0.9109966	0.03928056	0.9999661	0.04185853	3.551901e-11	7.97202e-55	3.87873e-46	9.837254e-47	5.975537e-47	7.977355e-15	4.569463e-32	1.755618e-10	8.536536e-97	3.761243e-28	3.607171e-16	4.923032e-40	5.968946e-20	0.0003507583	0.9109966	1.588392e-17	4.511966e-94	7.348208e-84	1.420809e-35	5.092616e-82	9.33782e-127	0.08865266	7.1974e-16	2.914797e-09	1.389072e-29	3.629319e-16	3.187118e-41	0.9109966	unknown
TGME49_222070	elongation factor Tu GTP binding domain-containing protein	unknown	nucleus - chromatin	2.362654e-06	0.00574602	0.004732022	0.00945832	0.0131804	0.01588607	0.005408025	0.04361948	0.1591766	0.04250325	0.008788424	0.07604897	0.004056033	0.03454404	0.02770801	0.01724008	0.06418818	0.07065527	0.01045725	0.160697	0.1207748	0.03921927	0.01655802	0.01048376	0.0192667	0.01656202	0.003042014	0.9999976	5.582133e-12	unknown	nucleolus	0.9981654	0.9942782	0.9999722	0.008233393	0.002106263	4.987897e-10	1.212336e-28	2.793394e-17	8.819463e-19	8.168573e-15	3.984393e-05	2.007681e-42	1.776025e-36	1.641889e-07	1.824595e-06	2.517759e-27	1.367355e-17	7.027714e-21	1.693138e-35	1.366454e-35	9.570463e-33	5.871921e-11	0.9981654	2.158717e-05	6.77452e-19	2.552111e-18	3.416103e-41	0.001771191	6.256924e-15	6.953796e-25	6.880156e-17	0.996063	nucleolus
TGME49_214980	hypothetical protein	unknown	nucleus - chromatin	0.936253	0.0003662925	0.000301653	0.0006029412	0.0008402134	0.001012692	0.0003447463	0.002780619	0.01014706	0.002709462	0.0005602372	0.004847907	0.0002585606	0.002202085	0.001766307	0.001099006	0.004091815	0.004504073	0.0006666202	0.9464968	0.007699053	0.002500117	0.001055527	0.0006683098	0.001228198	0.001055782	0.0001939198	0.06374702	0.8765696	unknown	nucleolus	0.9722905	0.8988103	0.9971845	0.117022	0.001654837	3.535212e-15	7.027512e-28	5.437682e-11	4.979452e-05	3.989925e-15	0.0001260541	3.321695e-35	5.545139e-38	4.099652e-12	7.079421e-13	3.291529e-38	9.902266e-15	6.851722e-30	6.136384e-35	1.701556e-37	1.462576e-49	9.637691e-21	0.9722905	0.02752892	5.679793e-10	2.065805e-17	2.421351e-43	4.727218e-06	1.56817e-17	1.234556e-25	1.249839e-13	0.9706815	unknown
TGME49_262490	alpha/beta hydrolase, putative	unknown	Golgi	0.9999999	8.24195e-10	6.787497e-10	1.356678e-09	1.890565e-09	2.27866e-09	7.75714e-10	6.256672e-09	2.28319e-08	6.096563e-09	1.26059e-09	1.090828e-08	5.817875e-10	0.9999999	3.97437e-09	2.472875e-09	9.206997e-09	1.013462e-08	1.499963e-09	2.304964e-08	1.732364e-08	5.625853e-09	2.375042e-09	1.503764e-09	2.763568e-09	2.375616e-09	4.363391e-10	1.434372e-07	0.9999997	Golgi	Golgi	0.8926567	0.362497	0.998864	0.2447244	1.219867e-07	1.259529e-33	3.05044e-38	2.493188e-39	9.927395e-41	1.863906e-26	2.365929e-28	5.513628e-26	4.784151e-64	3.767633e-43	0.0602202	2.315156e-28	1.51296e-10	0.8926567	2.404825e-17	1.62787e-10	1.795376e-94	1.238954e-87	1.378166e-24	1.802988e-80	5.536391e-105	0.04712086	6.573579e-10	2.259932e-06	7.534217e-16	2.289434e-10	2.246811e-34	0.8926566	unknown
TGME49_278250	hypothetical protein	unknown	mitochondrion - soluble	0.9999951	2.826692e-08	2.327867e-08	4.652918e-08	6.483956e-08	7.814981e-08	2.660419e-08	2.145813e-07	7.830519e-07	2.090901e-07	4.32337e-08	3.741146e-07	1.995321e-08	1.699356e-07	1.363066e-07	8.48107e-08	3.157668e-07	0.9999954	5.144331e-08	7.905196e-07	5.941385e-07	1.929349e-07	8.145537e-08	5.15737e-08	9.478043e-08	8.147505e-08	1.496486e-08	4.919379e-06	0.9999902	mitochondrion - soluble	mitochondrion - soluble	1	0.9999999	1	3.159313e-07	1.917039e-07	1.430805e-31	1.123783e-36	1.374608e-30	2.533913e-37	7.341739e-20	4.593956e-16	7.544725e-71	6.07863e-75	1.776407e-15	1.436132e-17	4.557158e-48	5.310212e-29	1.228864e-36	1.43995e-44	1.408705e-48	1.632579e-17	1	1.697622e-08	2.629267e-21	4.224491e-53	5.417817e-25	7.940788e-53	2.782043e-13	3.009344e-11	4.775295e-36	2.056169e-22	0.9999998	mitochondrion - soluble
TGME49_309990	hypothetical protein	micronemes	micronemes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	micronemes	micronemes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	micronemes
